acid,epoxide,tg
O=C(O)COCCN(CCOCC(=O)O)CCC(=O)NCC(=O)c1ccccc1,Cc1cc(C)cc(C2CCN(C(=O)c3ccc(OCC4CO4)cc3OCC3CO3)CC2)c1,337.3301528639746
COc1cc(C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)ccc1O,O=C(CCCC1CO1)Nc1ccc(NC(=O)CCCC2CO2)c2cnccc12,403.2313161718008
COC(=O)c1cc(NC(=O)C(CCC(=O)O)CCC(=O)O)n(C)n1,O=C(CCC1CO1)N1CCN(C2CN(C(=O)CCC3CO3)C2)CC1,369.0132666183872
Cc1cccc(NC(=O)CN2CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC2)c1C,CC(=O)Nc1c(C)ccc(NC(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)c1C,377.66673799371245
O=C(O)CCN(CCC(=O)O)C(=O)C1CCN(C(=O)c2cccnc2)CC1,O=C(NCc1ccnc(OCc2ccccc2)c1)C(CC1CO1)CC1CO1,395.4064326450583
CCc1cccc(OCCOc2c(COCC(=O)O)cc(OC)cc2COCC(=O)O)c1,O=C(NCc1ccccc1OCC1CO1)c1nnc2ccccc2c1OCC1CO1,357.93628730283194
CN1CCN(CCOc2ccc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,Cc1ccc2c(OCC(=O)N(CC3CO3)CC3CO3)cc(C)nc2c1,366.5353332159506
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)c2ccc(OCC3CC3)nc2)cc1,O=C(CC1CC(c2ccccc2)C1)NCc1cccc(OCC2CO2)c1OCC1CO1,363.3299832877636
Cc1cc(CNCC(C(=O)O)c2ccccc2)ccc1C(=O)O,O=C(OCCCCCCOCC1CO1)c1cccc(COCC2CO2)c1,349.9747158633495
CCc1cc(C)nc(NCCNC(=O)C(CCC(=O)O)CCC(=O)O)n1,NCC(=O)NCC(=O)NCc1cccc(OCC2CO2)c1OCC1CO1,335.8000530888691
CN(CCC(=O)O)c1nnc(COCCC(=O)O)n1Cc1ccccc1,CC(C)(NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1)C(=O)Nc1ccccc1,356.1475633957834
CC(=O)Nc1cnn(CC(=O)N(CCC(=O)O)CCC(=O)O)c1,Cc1cc(C(C)(C)C)ccc1OCCCC(=O)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,387.65964341751334
O=C(O)CCC(CCC(=O)O)C(=O)NCc1ccnc(OCc2ccccc2)c1,CONC(=O)C1CCN(C(=O)c2ccc(OCC3CO3)cc2OCC2CO2)CC1,402.3219554014563
O=C(O)CCC(CCC(=O)O)C(=O)NCCNCC(=O)NCCC1CCCCC1,Cc1ccc(OCC2CO2)cc1NC(=O)CC(O)CC(=O)Nc1cc(OCC2CO2)ccc1C,363.7394508214661
CCNC(=O)CN(C)C(=O)C(CCC(=O)O)CCC(=O)O,CN1CCN(CC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1=O,362.54014648335675
O=C(O)CC1CCCN(C(=O)Cc2ccccc2C(=O)O)CC1,COc1cc(OC)cc(OCCCNC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,378.900643086982
CC(=O)Nc1cccc(C(=O)O)c1C(=O)O,COc1cccc(C(=O)NCc2cc(C)cnc2OCC2CO2)c1OCC1CO1,426.67811462039754
O=C(O)COCCN(CCOCC(=O)O)CCC1CCCCCC1,O=C(Nc1ccccc1)Nc1cccc(CNC(=O)N(CC2CO2)CC2CO2)c1,365.28234829466237
Cc1cc(NC(=O)N(CCC(=O)O)CCC(=O)O)n(Cc2ccccc2)n1,COc1cccc(C(=O)Nc2ccc(OCC3CO3)c(COC(C)C)c2)c1OCC1CO1,391.5413373868053
CC(C)(O)CN1CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC1,O=C(C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1ccc(C(=O)NC2CCOCC2)cc1,377.7370252415887
Cc1cc(C(=O)N(CCC(=O)O)CCC(=O)O)oc1C,CCOC(=O)c1ccc(CNC(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)cc1,398.0644506881872
O=C(O)COCc1cc(COCC(=O)O)cc(NC(=O)CN2CCCCCCC2=O)c1,O=C(O)c1ccc2c(c1)N(C(=O)Cc1ccc(OCC3CO3)c(OCC3CO3)c1)CCC2,385.1229426607108
COc1ccc2nc(C=Cc3cccc(OCCC(=O)O)c3)cc(C(=O)O)c2c1,CN(C)C(=O)c1cccc(NC(=O)COC(=O)C(CC2CO2)CC2CO2)c1,382.2859707478581
O=C(O)COCc1ccc(NC(=O)CC2CCC(c3ccccc3)CC2)cc1COCC(=O)O,Cc1ccc(OCc2ccccc2)c(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)c1,384.04549942854675
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C(=O)NCCC2CCNCC2)cc1,O=C(NCc1ccc(C(=O)N2CCCC2)cc1)c1cccc(OCC2CO2)c1OCC1CO1,397.2870519494344
CN(C(=O)C1CC1)c1ccc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,CC(NC(=O)CCCC1CO1)c1ccccc1NC(=O)CCCC1CO1,372.01198973908276
O=C(O)COCCCN(CCCCCOc1ccccc1)CCOCC(=O)O,O=C(NCc1ccccc1CN1CCCC1)c1cccc(OCC2CO2)c1OCC1CO1,300.06339129366773
CCc1ccc(NC(=O)NC(COCC(=O)O)COCC(=O)O)cc1C,c1cc(N2CCCCC2)ccc1CN(CCCOCC1CO1)CCOCC1CO1,331.71712529794144
CC(C)(C)CCCCNC(=O)C(CCC(=O)O)CCC(=O)O,COc1cc(COCC2CO2)ccc1C(=O)N(C)CCOCC1CO1,323.80887910618907
Cc1ccccc1NC(=O)CCN(CCC(=O)O)CCC(=O)O,Cc1nc(COc2ccc(C(=O)Nc3ccc(C(=O)N(CC4CO4)CC4CO4)cc3)cc2)no1,360.4177908746042
Cc1cnn(CCC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c1,CCCCn1c(=O)c(C(=O)Nc2cccc(OCC3CO3)c2)c(OCC2CO2)c2ccccc21,405.6275646176745
CC1(C)CCCN(CC(=O)N(CCC(=O)O)CCC(=O)O)C1,COc1ccc(NC(=O)C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cn1,367.7694104859905
O=C(O)CCN(CCC(=O)O)C(=O)Nc1ccccc1C(=O)N1CCCCC1,COc1cccnc1NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,423.7906435119189
Cc1oc(C(=O)N(CCCOCC(=O)O)Cc2ccccc2)cc1COCC(=O)O,COc1cccc(CCC(=O)Nc2ccc(COCC3CO3)c(COCC3CO3)c2)c1,355.8302743729171
O=C(O)CCC(CCC(=O)O)C(=O)N1CCC(CCCN2CCCC2)CC1,COc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1C,319.9939232289749
Cc1cccc(CNC(=O)C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c1,COc1cc(NC(=O)N(CC2CO2)CC2CO2)cc(OC)c1OC,389.80863220482706
O=C(O)CCC(CCC(=O)O)C(=O)Nc1ccc2ccoc2c1,CCOCCCNC(=O)c1c(OCC2CO2)cccc1OCC1CO1,383.75450637963354
COc1cccc(COc2cccc(NC(=O)N(CCOCC(=O)O)CCOCC(=O)O)c2C)c1,COc1ccccc1CC(C)NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,354.9851858769033
O=C(O)COCC#Cc1cccc(C(=O)OCCCOCC(=O)O)c1,Cc1cc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)n(C)n1,356.7178761840372
O=C(O)CCN(CCC(=O)O)C(=O)NCCC1CCCCC1,COC(=O)c1ccccc1C(=O)NC(COCC1CO1)COCC1CO1,349.47124885056655
CCn1c(=O)c(=O)n(CC(=O)N(CCC(=O)O)CCC(=O)O)c2ccccc21,COC(=O)COc1ccc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,348.2347375207501
O=C(O)COCCCCCNC(=O)COCC(=O)O,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(OCC2CO2)cc1OCC1CO1,331.120064514586
CC(C)CC(NC(=O)Nc1ccc(C(=O)O)cc1)C(=O)O,Cc1cc(NC(=O)CCCC2CO2)ccc1NC(=O)CCCC1CO1,386.41783288506895
CC(=O)Nc1ccc(CN2CCC(NC(=O)C(CCC(=O)O)CCC(=O)O)CC2)cc1,COc1cc(NC(=O)c2ccc(OCC3CO3)c(C)c2)cc(OCC2CO2)c1,422.2882231062744
CCn1c(O)nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc21,CC(C)CN(C(=O)c1cccc(OCC2CO2)c1OCC1CO1)c1ccccc1,375.8207186749895
O=C(O)CCC(=O)N1CCC(c2ccccc2C(=O)O)CC1,O=C(Nc1ccc(COCC2CO2)c(COCC2CO2)c1)C1CC1,380.15694072586405
Cn1cnc2cc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)ccc21,COc1ccc(NC(=O)C(=O)N(CC2CO2)CC2CO2)c(OCc2ccccc2)c1,394.7406467293315
