acid,epoxide,tg,std
O=C(O)CCCC(=O)NC1(CNC(=O)c2ccc(OCCC(=O)O)cc2)CCC1,Cc1ccc(CNC(=O)Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)cc1,440.5156,38.8608
Cc1ccc2cc(C(=O)N(CCOCCOCC(=O)O)CCOCC(=O)O)ccc2n1,CC(C(=O)N(C)Cc1ccc(OCC2CO2)cc1)c1cccc(OCC2CO2)c1,398.5173,18.6658
O=C(O)C(CCCNCc1cn2ccccc2n1)C(=O)O,CC(C)OCc1cc(NC(=O)CCc2cccc(OCC3CO3)c2)ccc1OCC1CO1,415.6046,15.9049
CC(=O)N(C)c1ccc(NC(=O)NC(COCC(=O)O)COCC(=O)O)cc1,COc1ccc(COCCCNC(=O)C(=O)N(CC2CO2)CC2CO2)cc1,406.2623,12.4047
COc1ccc(CN(C)C(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1C,O=C(CCC(=O)NC1CCCC1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1,442.6067,25.5235
O=C(O)CCC(CCC(=O)O)C(=O)Nc1cccc2c1CCNC2,O=C(C=Cc1ccc(N2CCCC2)cc1)c1cc(OCC2CO2)ccc1OCC1CO1,438.2037,42.8287
O=C(O)CCN(CCC(=O)O)C(=O)COC(=O)c1cccnc1C1CC1,O=C(NCc1cccc(COCC2CO2)c1)c1cc(COCC2CO2)on1,430.4571,26.4327
CCC(=O)NCCCNCC(=O)N(CCC(=O)O)CCC(=O)O,COc1cc(C)cc(C(=O)N2CCN(C(=O)c3ccccc3OCC3CO3)CC2)c1OCC1CO1,430.9897,19.9659
O=C(O)CCC(CCC(=O)O)C(=O)NCCCN1CCCCC1=O,COc1ccc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)nn1,407.762,20.1347
O=C(O)CCN(CCC(=O)O)C(=O)NCc1ccc(C(=O)N2CCOCC2)cc1,COc1ccccc1COc1cccc(NC(=O)N(CC2CO2)CC2CO2)c1C,447.0846,22.3628
CN(CCOCC(=O)O)c1ccc(C(=O)c2ccc(N(C)CCOCC(=O)O)cc2)cc1,O=C(NCCCNCC(=O)N(CC1CO1)CC1CO1)c1ccccc1O,399.7148,10.8653
Cc1cnc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)cn1,CC(C)COc1cccc(CNC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,417.9714,21.4538
O=C(O)CCCCOc1ccccc1CCC(=O)O,COc1ccc(OCC2CO2)c(CNC(=O)CCc2ccc(OCC3CO3)cc2)c1,378.9637,18.9846
Cc1ccc(NCc2cc(C(=O)O)nn2C)cc1C(=O)O,CCOc1cc(OCC2CO2)ccc1NC(=O)Cn1c(C)cc(OCC2CO2)cc1=O,463.254,26.829
O=C(O)CCC(CCC(=O)O)C(=O)N1CCc2ncccc21,COc1cc(NC(=O)c2cc(Oc3ccccc3)ccc2OCC2CO2)cc(OCC2CO2)c1,461.6623,26.4294
O=C(O)COCCN(CCOCC(=O)O)CC(=O)NCc1cccnc1,Cc1cc(C)c(OCC2CO2)c(NC(=O)CCc2ccc(OCC3CO3)nc2)c1,403.6006,32.4364
CC1(C)C(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)C1(C)C,Cc1ccc(OCC2CO2)c(CN2CCN(Cc3cccc(OCC4CO4)c3)CC2)c1,421.2536,21.2062
O=C(O)CC(NCc1ccc(N2CCCCC2)cc1)C(=O)O,COc1ccc(NC(=O)c2cc(OC)c(OCC3CO3)c(OC)c2)c(OCC2CO2)c1,419.6978,14.2171
COC(=O)c1cc(C(C)C)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,N#CCc1cccc(NC(=O)c2ccc3ccc(OCC4CO4)cc3c2OCC2CO2)c1,422.6891,27.1686
O=C(O)CC(=Cc1cccc(O)c1)C(=O)O,O=C(NCc1ccc(OCC2CO2)cc1)c1cc2c(nc1OCC1CO1)CCCCC2,449.603,12.9827
Cc1noc(CNCCNC(=O)C(CCC(=O)O)CCC(=O)O)n1,CCC(C)NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,392.3539,31.2562
O=C(O)Cc1ccccc1NC(=O)CCc1ccc(C(=O)O)cc1,CCOc1ccccc1OCCOC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,419.8057,28.1814
Cc1ccc(Oc2ccc(NC(=O)C(CCC(=O)O)CCC(=O)O)cc2)nc1,COc1cc(CCNC(=O)NCCc2ccc(OCC3CO3)c(OC)c2)ccc1OCC1CO1,442.1008,45.6938
O=C(O)CCNC(=O)NC(=O)CN1CCC(NC(=O)COCCC(=O)O)CC1,CC(=O)c1cc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)c(C)nc1C,429.747,25.0667
Cc1nc(CNCc2cc(C(=O)O)c(C)n2C)ccc1C(=O)O,COCCN(CC1CO1)C(=O)c1ccc(OCC2CO2)cc1,448.8369,33.9226
Cc1ccc(COCC(=O)O)cc1NC(=O)c1ccc(CN2CCC(COCC(=O)O)CC2)cc1,CCOc1cccc(CN2CCc3ccc(OCC4CO4)cc3C2)c1OCC1CO1,410.5909,24.7011
O=C(O)CCNC(Cc1ccc(O)cc1)C(=O)O,O=C(C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1cccc(OC2CCCC2)c1,410.2777,15.0678
CCCN(Cc1ccc(C)cc1)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(CCc1ccccc1)NCCCNCC(=O)N(CC1CO1)CC1CO1,424.9356,43.9054
COc1ccccc1CC(C)(C)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(COCCC1CO1)NCCCCCCNCC1CO1,375.5347,20.7268
CC(=O)Nc1cc(C(=O)N(CCOCCOCC(=O)O)CCOCC(=O)O)ccc1C,CC(C)(CNC(=O)c1ccc(OCC2CO2)cc1OCC1CO1)Cc1ccccc1,428.0268,20.6278
COc1cc(COCC(=O)O)c(OCc2ccc(C)cc2C)c(COCC(=O)O)c1,CC(C)COc1ccccc1C(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1,396.7267,22.8831
COc1ccc(CN(CCC(=O)O)CCC(=O)O)cn1,O=C(CNC(=O)Cc1cccc2ccccc12)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,370.6738,19.2741
CC(C)c1ccc(OCC(=O)Nc2cc(C(=O)O)cc(C(=O)O)c2)cc1,O=C(NCc1ccccc1N1CCCCC1)N(CC1CO1)CC1CO1,421.6523,38.525
O=C(O)COCCOCCN(CCOCC(=O)O)C(=O)c1ccc(CN2CCCC2=O)cc1,CCCCOc1ccc(C=CC(=O)c2cc(OCC3CO3)cc(OCC3CO3)c2)cc1,367.3568,25.0697
CC(=O)Oc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,CN(Cc1ccccn1)C(=O)c1ccc(OCC2CO2)cc1OCC1CO1,402.1704,22.5727
O=C(O)CCN(CCC(=O)O)C(=O)CNc1ccccc1C(=O)N1CCOCC1,O=C(NC1CCN(CCc2ccccc2)CC1)c1c(OCC2CO2)cccc1OCC1CO1,395.4961,29.3102
Cc1ccc(C(=O)NCC2CC2)cc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,c1cc(CCCOCC2CO2)cc(CCCOCC2CO2)c1,388.5342,25.9557
CC(C)(CC(=O)N1CCN(c2ccccc2)CC1)NC(=O)C(CCC(=O)O)CCC(=O)O,COCCOc1cc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)ccn1,409.8531,27.3811
O=C(O)COc1cccc(C(=O)Nc2ccccc2CC(=O)O)c1,COc1cc(CCNC(=O)NCCc2ccc(OCC3CO3)c(OC)c2)ccc1OCC1CO1,429.8426,28.6299
Cc1cc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)nn1C1CCCCC1,O=C(Cc1ccc(OCC2CO2)cc1)NCCC1=CCN(CC2CO2)CC1,431.7319,36.6499
O=C(O)CCN(CCC(=O)O)C(=O)COc1cccc(C(=O)N2CCc3ccccc3C2)c1,CC(C)(C)CNC(=O)C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1,405.7309,17.7737
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)CC2(O)CCCCC2)cc1,O=C(CN1C(=O)CCOc2ccccc21)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,499.7775,44.1334
CCOC(=O)c1ccc(N(CCOCC(=O)O)CCOCC(=O)O)cc1,CC(C)CCCCCC(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,364.9633,26.3728
O=C(O)CCC(CCC(=O)O)C(=O)NCc1cnc2ccccc2c1,O=C(CCc1ccco1)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,380.0227,23.3356
O=C(O)COCCN(CCOCC(=O)O)CC(=O)NCC1CCC1,Cc1c(NCC(=O)N(CC2CO2)CC2CO2)cccc1C(=O)N1CCOCC1,375.373,10.5773
O=C(O)CCCCN1CCC(NC(=O)CCCC(=O)O)CC1,CCCCOc1ccc(OC)cc1NC(=O)C(=O)N(CC1CO1)CC1CO1,386.5702,10.7271
CN(C)c1ccc(CCC(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)cc1,O=C(c1c(OCC2CO2)cccc1OCC1CO1)N1CCOc2ccccc2C1,426.8272,10.6326
Cn1cccc(NC(=O)C(CCC(=O)O)CCC(=O)O)c1=O,COCCOCCCCNC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1,412.9897,30.8974
Cc1ccc(C(=O)NC(C)(COCC(=O)O)COCC(=O)O)cc1NC(=O)c1ccccc1,Cc1ccc(NC(=O)N(CC2CO2)CC2CO2)c(OCC(=O)N(C)C)c1,469.8641,24.6301
CC1(C(=O)O)CCN(CC(=O)Nc2cccc(C(=O)O)c2)C1,O=C(CCc1ccc(OCC2CO2)cc1)NCCCNC(=O)c1cccc(OCC2CO2)c1,421.2121,21.6003
Cc1cc(OC(C)C)ccc1NC(=O)C(CCC(=O)O)CCC(=O)O,Nc1nccnc1C(=O)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,408.9225,12.5236
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)NCCc2ccc3c(c2)OCCO3)cc1,O=C(NCc1ccc(OCC2CO2)c(OCC2CO2)c1)C1CCN(c2cnccn2)CC1,456.179,31.3912
CC(C)OCCC(=O)Nc1ccc(COCC(=O)O)c(COCC(=O)O)c1,O=C(NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)c1c2c(nc3ccccc13)CCC2,410.4256,23.5169
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)NCc2ccon2)cc1,CCC(C(=O)N(CC1CO1)CC1CO1)c1ccccc1,441.2536,28.6845
COc1ccc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(CCN(CCOCC1CO1)CCOCC1CO1)NC(=O)Nc1ccccc1,407.9208,17.6459
CC(C)(CCC(=O)O)C(=O)NCC1CCN(CCC(=O)O)CC1,O=C(c1ccc2c(OCC3CO3)ncnc2c1)N1CCC(c2ccc(OCC3CO3)cc2)CC1,408.5881,19.7842
O=C(O)CCC(CCC(=O)O)C(=O)N(Cc1ccccc1)Cc1ccco1,Cc1noc(C)c1CCC(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,385.9673,21.3332
O=C(O)CCOc1ccccc1CNC(=O)NCc1ccccc1OCCC(=O)O,Cc1cccc(OCC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1,391.1828,15.669
Cc1onc(COCC(=O)O)c1C(=O)Nc1ccc(C(=O)NCCOCC(=O)O)cc1,CCN(Cc1ccccc1)C(=O)c1ccc(C)c(OCC2CO2)c1OCC1CO1,459.4814,33.2918
CCCCOc1ccccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,CN(Cc1ccc(COCC2CO2)cc1)C1CCC(COCC2CO2)CC1,411.3288,23.2415
COCC(=O)Nc1ccc(NC(=O)N(CCC(=O)O)CCC(=O)O)cc1,COC(=O)c1ccc(C)c(NC(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)c1,492.8491,25.9304
COc1cc(CC(=O)NCCNCC(=O)N(CCC(=O)O)CCC(=O)O)ccn1,COc1ccc(CN(C)CCCN(C)Cc2ccc(OC)c(OCC3CO3)c2)cc1OCC1CO1,357.5827,30.1474
O=C(O)C1CC(C(=O)NC2(C(=O)O)CCCC2)C1,O=C(NCC(=O)N1CCN(c2ccccc2OCC2CO2)CC1)c1ncccc1OCC1CO1,448.6767,7.0073
CN(CCCOCC(=O)O)Cc1ccccc1OCCCCOCC(=O)O,Cc1cc(OCC2CO2)nc2cc(C(=O)Nc3cccc(OCC4CO4)c3)ccc12,382.1905,25.007
NC(=O)C1(NC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,COC(=O)CN(CCc1ccccc1)C(=O)C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1,420.3222,17.8401
N#Cc1ccc(NC(=O)NC(COCC(=O)O)COCC(=O)O)cc1,CCCN(Cc1ccccc1OCC1CO1)C(=O)Cc1ccc(OC)c(OCC2CO2)c1,418.0979,34.1434
COc1ccc(C(=O)Nc2ccnc(OCCOCC(=O)O)c2)cc1OCCOCC(=O)O,COc1ccc(CCC2CCN(C(=O)Nc3ccc(C(=O)N(CC4CO4)CC4CO4)cc3)CC2)cc1,433.5144,23.8287
CCc1ccc(NC(=O)C(=O)NCCCC(=O)O)c(C(=O)O)c1,O=C(CCC1CO1)NCCCN(CC(=O)NCC1CO1)Cc1cccnc1,389.232,22.3504
O=C(O)CCNC(=O)NC(=O)CN1CCC(O)(CCC(=O)O)CC1,COc1cc(NC(=O)c2cc(OC)c(OCC3CO3)c(OC)c2)cc(OCC2CO2)c1,415.1838,24.5067
CC(C)(N)CCC(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,CNC(=O)c1ccc(OC)c(NC(=O)C(CC2CO2)CC2CO2)c1,470.3007,38.5325
O=C(O)CCCOc1ccc(NC(=O)C2(C(=O)O)CC=CC2)cc1,CC(NC(=O)NCc1ccc(OCC2CO2)cc1)C1CO1,418.9293,20.9936
COCc1cccc(OCC(=O)N(CCC(=O)O)CCC(=O)O)c1,Cc1ccc(NC(=O)C(=O)NCc2cccc(OCC3CO3)c2)c(OCC2CO2)n1,432.4656,25.4
O=C(O)COCCCCCCCCCCCCCCCCCCCCCCOCC(=O)O,O=C(CCNC(=O)c1ccc(OCC2CO2)cc1OCC1CO1)NCc1ccccc1,339.7293,23.2949
O=C(O)CCC(CCC(=O)O)C(=O)NCCCCCCNc1ncccn1,N#Cc1ccc(Oc2cccc(C(=O)NCc3ccc(OCC4CO4)c(OCC4CO4)c3)c2)cc1,401.0306,19.6836
O=C(O)COCc1ccc(C(=O)Nc2ccccc2N2CCC(COCC(=O)O)CC2)cc1,COC(=O)c1ccc(NC(=O)C(CC2CO2)CC2CO2)c(OC)c1,445.7581,41.6987
CC(C)c1nc(C=Cc2ccc(CC(=O)O)cc2)ncc1C(=O)O,CCOc1cc(OCC2CO2)ccc1NC(=O)c1ccc(CC)cc1OCC1CO1,420.3003,16.0687
O=C(O)CCc1ccc(Oc2ccc(CCC(=O)O)cc2)cc1,CC(C)CC(=O)N1CCC(NC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1,457.4183,39.6434
COc1cc(C(=O)O)ccc1NN=C(C)c1ccccc1C(=O)O,O=C(NCc1ccc(OCC2CO2)cc1)c1cc(OCC2CO2)ncn1,448.1162,7.2229
CCNC(=O)Nc1cccc(NC(=O)N(CCC(=O)O)CCC(=O)O)c1C,COc1ccc(CNC(=O)c2cc3ccccc3cc2OCC2CO2)cc1OCC1CO1,441.6848,30.4725
Cc1cc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)no1,Cc1ccc(C(=O)Nc2cccc(C(=O)O)c2)c(OCC2CO2)c1OCC1CO1,531.5318,41.558
C#Cc1ccc(C(=O)O)c(C(=O)O)c1,O=C(NCc1ccc(OCC2CO2)cc1)N1CCC(O)(CC2CO2)CC1,474.9658,13.2634
CN(CCC(N)=O)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,COc1ccccc1NC(=O)C1CCN(C(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)CC1,456.1067,27.2428
CCOC(=O)CCCCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,Cc1ccc(C(=O)O)cc1NC(=O)Nc1ccc(COCC2CO2)c(COCC2CO2)c1,459.515,35.7888
O=C(O)COCCOCc1ccc(NCc2ccc(COCC(=O)O)cc2)cc1,CC(=O)NCCNC(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,406.8059,21.2783
CN(C)CCN(C)C(=O)C(CCC(=O)O)CCC(=O)O,CN(C)C(=O)COc1ccc(NC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,442.5639,18.0081
O=C(O)CCCN1CCCN(CCCC(=O)O)c2ccccc21,CCCOc1ccc(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)c(C)c1,428.6771,34.9633
N#CCCN(CCC(=O)O)C(=O)COCCCC(=O)O,COCCOCc1ccc(C=CC(=O)c2cc(OCC3CO3)ccc2OCC2CO2)cc1,366.5611,28.2818
CN1CCN(C(=O)CCN(CCCOCC(=O)O)CCOCC(=O)O)CC1,Cc1cc(C(=O)NCCn2c(OCC3CO3)nc3ccccc32)ccc1OCC1CO1,372.9964,10.5655
O=C(O)CC1CCCCN1CC(=O)Nc1ccc(C(=O)O)cc1,Cc1ccc(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)c(C2CC2)n1,456.5291,31.8714
O=C(O)c1ccc(C(=O)O)c(O)c1O,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccccc1C(=O)c1ccccc1,514.303,25.3813
O=C(O)CCN(CCC(=O)O)C(=O)c1cccnc1C1CC1,Cc1ccc(C)c(C2CCN(C(=O)c3c(OCC4CO4)cccc3OCC3CO3)CC2)c1,430.4431,40.7324
N#Cc1ccc(N2CCN(CCCCOCC(=O)O)CC2)c(COCC(=O)O)c1,Cc1ccc(C(N)=O)cc1NCC(=O)N(CC1CO1)CC1CO1,416.6796,9.4229
NC1(C(=O)N(CCC(=O)O)CCC(=O)O)CCCCC1,CCCOc1ccc(NC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,383.2305,23.5898
Cc1cc(O)nc2cc(C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)ccc12,CCOc1cc(C=CC(=O)NCc2ccc(OCC3CO3)cc2)ccc1OCC1CO1,427.2098,27.3062
CCOc1cccc(NC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c1,CCc1ccc(CCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1,447.7466,42.8925
COc1ccc(C(=O)NCCC(=O)O)cc1CCC(=O)O,CCn1c(C)cc(C(=O)NCc2cccc(OCC3CO3)c2OCC2CO2)c1C,440.7213,14.0183
Cc1cc(C(=O)N2CCCC2)ccc1NCC(=O)N(CCC(=O)O)CCC(=O)O,Cc1cc(OCc2cccc(C#N)c2)ccc1NC(=O)c1cccc(OCC2CO2)c1OCC1CO1,437.0105,45.5095
CN(CCCCCOCC(=O)O)C(=O)CCCCOCC(=O)O,COc1ccc(CN(C)C(=O)c2cc(Oc3ccccc3)ccc2OCC2CO2)cc1OCC1CO1,377.3951,11.5683
O=C(O)CCCOCC(=O)NCCN(Cc1ccccc1)C(=O)CCCC(=O)O,Cc1cccc(OCCOC(=O)c2cc(OCC3CO3)cc(OCC3CO3)c2)c1,374.4617,22.4527
Cc1nc(C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)ccc1C#N,COC(=O)c1cc(C(=O)OCC(=O)N(CC2CO2)CC2CO2)ccn1,480.151,24.1627
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)CN2CCC(=O)NC2=O)cc1,COC(=O)c1ccc(C(=O)O)c(NC(=O)N(CC2CO2)CC2CO2)c1,495.6255,43.2482
O=Cc1cccc(OCC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c1,Cc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1O,505.0014,16.8541
Cc1ccc2c(c1)OCCN2CC(=O)N(CCC(=O)O)CCC(=O)O,O=C(NCc1cccnc1OCC1CO1)c1cc(CCc2ccccc2)ccc1OCC1CO1,414.727,28.3336
COc1ccccc1NC(=O)c1ccc(C(=O)O)cc1C(=O)O,CN(C)Cc1cccc(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)c1,473.504,35.985
COCCn1nc(C)c(NC(=O)C(CCC(=O)O)CCC(=O)O)c1C,O=C(O)C1CCN(C(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)CC1,413.108,17.8931
O=C(O)CCCOCCNC(=O)NOCCC(=O)O,Cc1cc(C)n(CC(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)n1,384.4705,7.8618
CCC(C(=O)N(CCC(=O)O)CC(=O)O)c1ccccc1,Cc1nc(OCC2CO2)c2ccc(C(=O)N3CCN(c4ccc(OCC5CO5)cc4)CC3)cc2n1,451.4145,19.7801
O=C(O)c1ccccc1NCNc1ccccc1C(=O)O,O=C(O)C=Cc1ccc(OCCN(CC2CO2)CC2CO2)cc1,392.388,16.2257
Cc1cccc(C)c1OCCCNC(COCC(=O)O)COCC(=O)O,CC(=O)c1ccc(OCC2CO2)c(NC(=O)Cc2cc3ccccc3nc2OCC2CO2)c1,398.5082,23.3288
COc1ccc(N2CCC(NC(=O)N(CCC(=O)O)CCC(=O)O)CC2)cc1,CC(NC(=O)NCCCc1ccc(OCC2CO2)cc1)c1cccc(OCC2CO2)c1,414.8064,17.5642
CC(C)CC(NC(=O)C1CCC(C(=O)O)CC1)C(=O)O,CN(C(N)=O)c1cccc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1,470.9637,53.931
O=C(O)CC1CCCN(c2ncccc2C(=O)O)CC1,Cc1c(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cccc1C(=O)N1CCOCC1,460.822,18.151
CC(C)COc1cccc(CNCCCC(C(=O)O)C(=O)O)c1,O=C(COCC1CO1)Oc1ccc(OC(=O)COCC2CO2)cc1,367.8079,8.2671
COc1cc(C(=O)O)cc(NC(=O)NCCC(C)(C)C(=O)O)c1OC,O=C(OCC(=O)N(CC1CO1)CC1CO1)C1CCN(C(=O)c2cccc3ccccc23)CC1,457.0097,36.7043
COC(=O)C1CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC1,Cc1ccc(C(=O)NCCCc2ccccc2)c(OCC2CO2)c1OCC1CO1,423.4959,16.2685
O=C(O)CCC(CCC(=O)O)C(=O)NCCNCCNC(=O)C1CC1,CCC(=O)c1ccc(OCC2CO2)c(NC(=O)CNC(=O)c2cccc(OCC3CO3)c2)c1,412.3512,29.0725
Cc1ccccc1NCCC(=O)NC(COCC(=O)O)COCC(=O)O,CC(C)(C)CCNC(=O)COC(=O)c1cc(OCC2CO2)cc(OCC2CO2)c1,404.5413,6.8425
COC(=O)c1cc(CNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)oc1C,COc1ccc(CNC(=O)c2ccc3c(OCC4CO4)nc(C)nc3c2)cc1OCC1CO1,469.5661,28.6521
O=C(O)CCN(CCC(=O)O)C(=O)c1cccc2cnccc12,CN(Cc1ccc(OCC2CO2)c(OCC2CO2)c1)Cc1cnc2ccccc2c1,374.249,17.6671
Cc1ncccc1CN(CCCOCC(=O)O)CCOCC(=O)O,Cn1cccc1CNC(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,414.9736,13.8207
O=C(O)CCN(CCC(=O)O)C(=O)CN1CCC(C(=O)N(Cc2ccccc2)C2CC2)CC1,O=C(CCc1ccc(OCC2CO2)cc1)NCCCNC(=O)c1cccc(OCC2CO2)c1,399.5823,15.5923
O=C(O)COCC(COCC(=O)O)NC(=O)Nc1ccc(COc2ccccc2)cc1,Cc1cc(C(=O)N2CCC(C3CO3)CC2)cc(C(=O)N2CCC(C3CO3)CC2)c1,467.205,40.242
O=C(O)CCOc1ccc(CNC(=O)N2CCC(O)(CCC(=O)O)CC2)cc1,CCc1ccccc1NC(=O)c1ccc(C)c(OCC2CO2)c1OCC1CO1,428.8875,35.9775
O=C(O)C=Cc1ccc(OCC(=O)O)cc1,Cc1ccc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1C(=O)c1ccccc1,469.0959,47.3717
NC(=O)CCCC(=O)Nc1cc(COCC(=O)O)cc(COCC(=O)O)c1,COc1cc(CN(C(=O)c2ccc(OCC3CO3)c(OC)c2)C2CC2)ccc1OCC1CO1,416.4789,16.0797
Cc1cc(NC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c(C)c(C)c1O,CC(C)Oc1ccccc1CNC(=O)C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1,442.4972,28.4685
O=C(O)COCCOCCN(CCOCC(=O)O)CC1CCCCCC1,CN(CCCOCC1CO1)C(=O)COc1ccc(COCC2CO2)cc1,355.095,29.4753
COc1ccc(C(=O)N2CCC(CCCOCC(=O)O)CC2)cc1OCCOCC(=O)O,COCC(=O)Nc1ccc(OC(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)cc1,417.0888,33.4957
CCc1ccccc1CN(CCOCC(=O)O)CCOCC(=O)O,COc1cc(CC(=O)N(CCN(C)C)Cc2cccc(OCC3CO3)c2)ccc1OCC1CO1,349.4376,9.6843
O=C(O)CCC1CCN(Cc2ccc(C(=O)O)cc2)CC1,CN(Cc1cccc(OCC2CO2)c1)C(=O)CNC(=O)c1cccc(OCC2CO2)c1,428.0713,11.3967
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)C1CC1,COC(=O)CCCC(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,363.5422,18.6407
CC(CC1(C(=O)O)CCC1)=NNc1cccc(C(=O)O)c1,Cc1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccn1,456.6397,32.4162
CCOc1cccc(CNCCC(=O)O)c1OCC(=O)O,COc1cc(CNC(=O)c2ccc3ccc(OCC4CO4)cc3c2OCC2CO2)cc(OC)c1OC,384.9601,42.4266
CC(C)(C)c1cc(C(=O)O)c(C(C)(C)C)cc1C(=O)O,Cc1ccc(Oc2ccc(NC(=O)N(CCOCC3CO3)CCOCC3CO3)cc2)cc1,450.2168,36.8416
Cc1ccc2nc(C3CC3)cc(C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)c2c1,CCC(=O)NC(C)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,462.5053,36.0043
O=C(O)CCC(CCC(=O)O)C(=O)NCc1ccc(Oc2ccccc2)nc1,CCOC(=O)c1ccc(N(CC2CO2)CC2CO2)c(N)c1,403.3829,26.2852
CC(C(=O)O)C(=O)NCCCCCCC(=O)O,c1cc(OCC2CO2)c2ncc(OCC3CO3)cc2c1,378.6242,20.4753
