acid,epoxide,tg
O=C(O)CCC(CCC(=O)O)C(=O)Nc1ccc(NC2CCOCC2)cc1,COc1cc2c(cc1OCC1CO1)CCN(C(=O)c1ccccc1OCC1CO1)C2,419.4918
Cc1ccc(C(=O)N2CCC(NCC(=O)N(CCC(=O)O)CCC(=O)O)CC2)o1,CC(C)(C#N)c1ccc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,388.8226
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)NC1CCCC1,O=C(NCc1ccccc1O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,416.3722
O=C(O)CCC(CCC(=O)O)C(=O)NCc1ccc(N2CCCCC2)nc1,O=C(Cc1coc2ccccc12)OCC(=O)N(CC1CO1)CC1CO1,353.4869
COc1cc(NC(=O)C(CCC(=O)O)CCC(=O)O)cc(OC)c1OC,CCn1c(CNC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)nc2ccccc21,398.2087
CN(C)c1cc(C(=O)NCCNCC(=O)N(CCC(=O)O)CCC(=O)O)ccn1,CC(C)c1cccc(NC(=O)CN(CC2CO2)CC2CO2)c1,374.6550
COc1ccc(NC(C)=O)cc1NCC(=O)N(CCC(=O)O)CCC(=O)O,Cc1ccc(C)c(NN=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,368.9516
Cc1c(NC(=O)N(C)CCC(=O)O)cccc1C(=O)O,Cc1cc(OCC2CO2)c(C(=O)COc2ccccc2)c(OCC2CO2)c1,370.8603
O=C(O)CCN(CCC(=O)O)C(=O)CNCCNC(=O)C1CCC(O)CC1,COC(=O)COC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,328.9852
Cc1cccc(C(C)(C)CNC(=O)C(CCC(=O)O)CCC(=O)O)c1,CCc1cccc(CNCc2ccc(OC)c(OCC3CO3)c2)c1OCC1CO1,320.0153
O=C(O)COCc1ccc(NC(=O)c2ccc(OCC3CC3)cc2)cc1COCC(=O)O,CCCc1ccc(OCC2CO2)cc1OCC1CO1,377.4304
CCCOc1ccc(CN(CCOCC(=O)O)CCOCC(=O)O)c(C)c1,O=C(NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)C(=O)Nc1cccc(C(=O)O)c1,343.5201
CCCC(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,COc1ccc(C(=O)O)c(NC(=O)N(CC2CO2)CC2CO2)c1,444.1242
COc1cccc(O)c1CN(CCC(=O)O)CCC(=O)O,O=C(NCc1ccc(C2CCC2)cc1)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,386.0928
Cc1noc(CNCCNC(=O)C(CCC(=O)O)CCC(=O)O)n1,CCC(C)NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,348.2012
O=C(O)COCC(COCC(=O)O)NCCCOc1ccc2ccccc2c1,N#Cc1ccccc1C=CC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,345.0801
COc1ccc(C(=O)N(CCOCCOCC(=O)O)CCOCC(=O)O)cc1C1CC1,COc1ccc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)nn1,361.7508
Cc1cc(NC(=O)CCCC(=O)O)ccc1NC(=O)CCCC(=O)O,COc1cccc(CN2CCN(C(=O)c3ccc(C)c(OCC4CO4)c3OCC3CO3)CC2)c1,367.0015
NCCOc1ccc(NCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,Cc1ccc(CCCNCCNC(=O)C(CC2CO2)CC2CO2)cc1,334.5273
N#Cc1ccc(CN2CC(=Cc3ccc(C(=O)O)cc3)C(=O)C(=Cc3ccc(C(=O)O)cc3)C2)cc1,COc1ccc(C=CC(=O)Nc2cc(C#N)ccc2OCC2CO2)cc1OCC1CO1,399.7861
Cc1cc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c(C)n1C,COc1ccc(C=CC(=O)Nc2cc(Cc3ccccc3)ccc2OCC2CO2)cc1OCC1CO1,390.6761
CCn1c2ccc(C(=O)OCCC(=O)O)cc2c2cc(C(=O)OCCC(=O)O)ccc21,O=C1CN(c2ccc(NC(=O)c3c(OCC4CO4)cccc3OCC3CO3)cc2)CCN1,371.1259
COc1ccc(N2CCN(CCNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)CC2)cc1,c1ccc(OCCCCOCC2CO2)c(CNCCOCC2CO2)c1,302.5916
Cc1cc(CN(CCCOCC(=O)O)CCOCC(=O)O)ccc1C#N,CCOC(=O)CCC(=O)N(CC1CO1)CC1CO1,301.0585
O=C(O)CCOc1ccc(CC(=O)N(CCC(=O)O)CCc2ccco2)cc1,O=C(O)COc1cccc(OCC2CO2)c1OCC1CO1,349.8908
CCN(CC(=O)Nc1c(C)cccc1C)CC(=O)N(CCC(=O)O)CCC(=O)O,CC(C)CC1CCN(C(=O)c2ccc(OCC3CO3)cc2OCC2CO2)CC1,372.0950
CC(C)Oc1ccc(CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)N1CCN(C2CCCC2)CC1,391.4330
O=C(O)CCCOc1ccc(NC(=O)C(C(=O)O)C2CC2)cc1,O=C(O)CC(=O)Nc1ccc(OCC2CO2)cc1OCC1CO1,389.1693
O=C(O)COCCN(CCOCC(=O)O)c1ccc(O)cc1,COc1ccc(C)cc1CNC(=O)c1cccc(OCC2CO2)c1OCC1CO1,344.9061
O=C(O)Cn1cc(C=CC(=O)c2cccc(C(=O)O)c2)nn1,O=C(CCCC(=O)NCc1cccc(OCC2CO2)c1)NCc1cccc(OCC2CO2)c1,365.5553
CN(Cc1ccc(N2CCOCC2)cc1)C(=O)C(CCC(=O)O)CCC(=O)O,Cc1ccc(C(=O)CCCC(=O)c2ccc(C)cc2OCC2CO2)c(OCC2CO2)c1,369.8247
O=C(O)COCC(COCC(=O)O)NCCCN1CCCCC1,COc1ccc(CCNC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1OC,311.2651
O=C(O)COCc1ccc(NC(=O)Cc2ccoc2)cc1COCC(=O)O,O=C(OCCN1CCCC1=O)c1ccc(OCC2CO2)cc1OCC1CO1,358.6275
CN(CCC(=O)O)c1nnc(COCCC(=O)O)n1Cc1ccccc1,CC(C)(NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1)C(=O)Nc1ccccc1,356.1476
O=C(O)CCCCC(=O)NC(C(=O)O)c1cccc2ccccc12,O=C(Nc1ccc(Cn2cncn2)cc1)c1ccc(OCC2CO2)cc1OCC1CO1,393.6121
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)c2ccc3c(c2)CCCC(=O)N3)cc1,Cc1cc(C)cc(NC(=O)C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1,422.0658
CC(C)(C(=O)O)C(=O)Nc1cncc(C(=O)O)c1,O=C(NCc1ccccc1N1CCOCC1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,461.6880
Cc1cccc(Oc2ccccc2NC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)c1,COc1ccc(C(=O)N(C)C)cc1NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,420.0536
CCCCCCCCCCCCC(C(=O)O)C(=O)O,O=C(NCc1ccc(NC(=O)C2CC2)cc1)C(=O)N(CC1CO1)CC1CO1,347.8518
CC(C)c1cc(C(=O)N(CCC(=O)O)CCC(=O)O)n(C)n1,Cc1ccc(C(=O)N(Cc2ccccc2)CC(C)C)c(OCC2CO2)c1OCC1CO1,356.0513
COC(=O)COc1ccc(NC(=O)N(CCC(=O)O)CCC(=O)O)c2cccnc12,CCC(=O)Nc1cccc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,393.5018
Cc1ccc(CN(C)Cn2c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c2=O)cc1,O=C(CCc1ccc(OCC2CO2)nc1)N1CCc2ccc(OCC3CO3)cc2C1,421.2109
CC(C)N(C)c1cccc(NC(=O)N(CCC(=O)O)CCC(=O)O)c1,CNC(=O)Cc1ccccc1NC(=O)c1ccc(C)c(OCC2CO2)c1OCC1CO1,436.8744
Cc1ccccc1COc1cccc(NC(=O)NC(COCC(=O)O)COCC(=O)O)c1,CCCOc1ccc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1OCC,354.7791
CC(=NNc1cccc(C(=O)O)c1C)c1cccc(OCC(=O)O)c1,CN1CCCc2cc(CNC(=O)c3c(OCC4CO4)cccc3OCC3CO3)ccc21,371.1974
O=C(O)CN(C(=O)c1ccc(C(=O)O)cc1)C1CCC1,O=C(Nc1cccnc1OCc1ccccc1)C(CC1CO1)CC1CO1,413.8662
CC(C)(COCC(=O)O)NCc1ccc(OCCOCC(=O)O)cc1,COCC(=O)Nc1cccc(CNC(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)c1,341.0216
COc1cc(CN(CCC(=O)O)C(C)C)cc(CCC(=O)O)c1O,CC(=O)NC1CCC(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)CC1,384.6650
CCCOc1ccc(NC(=O)N(CCOCC(=O)O)CCOCC(=O)O)cc1OC,CCCOc1ccc(CNC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cn1,369.7820
CCCN(CC(=O)O)C(=O)c1cc(C(=O)O)co1,CC(C)OCc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1,409.6269
O=C(O)COCc1ccc(OCC(=O)NCc2ccccc2COCC(=O)O)cc1,O=C(NC1CN(C(=O)c2ccccc2OCC2CO2)C1)c1ccnc(OCC2CO2)c1,375.5516
COc1cc(C)ccc1CN(CCOCC(=O)O)CCOCC(=O)O,CC(=O)c1cccc(C(=O)OCC(=O)N(CC2CO2)CC2CO2)c1,320.9509
O=C(O)COCC1(COCC(=O)O)CC(NC(=O)c2ccc(Oc3ccccc3)cc2)C1,Cc1cc(NC(=O)c2cc(C)nc(OCC3CO3)c2)cc(OCC2CO2)c1,412.9090
CCCCC(CCc1ccccn1)(C(=O)O)C(=O)O,CCOc1ccc(NC(=O)CNC(=O)C(CC2CO2)CC2CO2)cc1,359.3783
N#CCCN(C(=O)CN(CCC(=O)O)CCC(=O)O)c1ccccc1,CCOC(=O)CNC(=O)C1CCN(C(=O)c2ccc(OCC3CO3)cc2OCC2CO2)CC1,364.8575
CN(CCCc1ccccc1)Cn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,Cc1ccc(OCCCCNC(=O)c2c(OCC3CO3)cccc2OCC2CO2)cc1,385.0229
O=C(O)CCN(CCC(=O)O)C(=O)c1cccc(Cn2ccnc2)c1,Cc1cc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)ccc1N1CCCC1,368.7440
CCCCc1ccc(NC(=O)c2ccc(C(=O)O)cc2C(=O)O)cc1,COC(=O)CCCCOC(=O)C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1,345.9247
O=C(O)C(C(=O)O)=C(c1ccccc1)c1ccccc1,Cc1ccc(C(=O)N(C)C)cc1NCC(=O)N(CC1CO1)CC1CO1,391.5142
O=C(O)CCN(CCC(=O)O)C(=O)Nc1ccn(Cc2ccncc2)n1,c1cc(COCC2CO2)nc(NCCc2ccc(COCC3CO3)cc2)n1,392.2465
COCc1nnc(N(CCC(=O)O)CCC(=O)O)n1CCc1ccccc1,COc1ccc(OC)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1,377.1129
Cn1ccc(CCNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccc(O)n1,406.2672
COc1ccc(C(C)=O)c(OCC(=O)N(CCC(=O)O)CCC(=O)O)c1,Cc1ccc(C(=O)Nc2ccc(NC(=O)Nc3ccccc3)cc2)c(OCC2CO2)c1OCC1CO1,412.7813
O=C(O)c1ccc(CCC(=O)N2CCCC2C(=O)O)cc1,O=C(c1ccccc1N1CCOCC1)N(CC1CO1)CC1CO1,429.4530
CCOC(=O)c1coc(CN(CCC(=O)O)CCC(=O)O)c1,CCc1ccc(OCC2CO2)c(NC(=O)c2ccc(OCC3CO3)c(CC)c2)c1,372.1933
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccc(N2CCCC2)nc1,CC(C)(C)CC(C)(C)NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,380.7522
O=C(O)COCCCCCNc1ccccc1CN1CCC(COCC(=O)O)CC1,COc1cc(C=CC(=O)Nc2ccc(NC(=O)NCC3CO3)cc2)ccc1OCC1CO1,359.6388
O=C(O)CCCCC(=O)NC(Cc1ccccc1)C(=O)O,COC(=O)Cc1cccc(NCC(=O)N(CC2CO2)CC2CO2)c1,321.9076
COc1cc(C(=O)O)ccc1CCNC(=O)NCc1cccc(C(=O)O)c1,N#Cc1ccc(C(=O)Nc2ccc(C(=O)NC3CCCCC3)c(OCC3CO3)c2)cc1OCC1CO1,439.7749
CCC1CCC(N(C)CC(=O)N(CCC(=O)O)CCC(=O)O)CC1,O=C(Nc1cccc(COCC2CO2)c1)c1ccc(C(=O)Nc2cccc(COCC3CO3)c2)nc1,386.6455
O=C(O)c1ccccc1CNC(=O)C1CC(C(=O)O)C1,COc1ccc(C(=O)OCC(=O)NCC2CO2)c(OCC2CO2)c1,353.8701
O=C(O)CCCC(=O)NCCC1=CCN(CC(=O)NC(=O)NCCC(=O)O)CC1,COc1cc(CNC(=O)N(CC2CO2)CC2CO2)ccc1OC1CCCC1,340.0695
COc1ccc(C2(NC(=O)Nc3ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc3)CC2)cc1,COc1cccc(CCC(=O)N(CC2CO2)CC2CO2)c1,399.7944
O=C(O)COCCCN(CCOCC(=O)O)C(=O)Nc1ncccn1,O=C(Cc1cccnc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1,368.5741
Cc1cc(OC(C)C)ccc1NC(=O)NC(COCC(=O)O)COCC(=O)O,O=C(NCC1CCN(CC2CO2)CC1)c1ccccc1OCC1CO1,342.9619
O=C(O)COc1ccc(C=NN=Cc2ccc(OCC(=O)O)cc2)cc1,Cc1cc(NC(=O)CN2CCN(C(=O)c3ccc(OCC4CO4)cc3OCC3CO3)CC2)no1,385.3977
Cc1cc(C)c(NC(=O)N(CCC(=O)O)CCC(=O)O)c(C)c1,COc1cc(CNC(=O)N(Cc2ccc(OCC3CO3)c(OC)c2)C2CC2)ccc1OCC1CO1,377.5374
O=C(O)CNN=Cc1c(O)c(C(=O)O)cc2ccccc12,O=C(Cc1ccc(OCC2CO2)cc1)Nc1ccc(OCC2CO2)c(C(=O)O)c1,388.3282
CC(=O)Nc1ccc2c(c1)CN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC2,Cc1ccc(OCC2CO2)c(NC(=O)c2ccc(C)c(OCC3CO3)c2)c1,414.5618
NC(=O)CCCC(=O)Nc1cc(COCC(=O)O)cc(COCC(=O)O)c1,COc1cc(CN(C(=O)c2ccc(OCC3CO3)c(OC)c2)C2CC2)ccc1OCC1CO1,364.4923
CCOC(=O)CN(C)C(=O)CN(CCC(=O)O)CCC(=O)O,CN(Cc1ccccc1CN(C)Cc1ccccc1OCC1CO1)Cc1ccccc1OCC1CO1,296.6503
Cc1nn(C)c(C)c1C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,CCc1ccccc1NC(=O)CN1CCN(C(=O)c2ccc(OCC3CO3)cc2OCC2CO2)CC1,394.3726
CN(C)c1ccc(CNC(=O)C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cn1,O=C(Nc1ccc(CCC(O)c2ccccc2)cc1)c1ccc(OCC2CO2)cc1OCC1CO1,420.0376
Cc1cccc(C)c1OCCCNC(COCC(=O)O)COCC(=O)O,O=C(COc1ccc2c(c1)CCCC2)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,321.4880
O=C(O)C(C(=O)O)C1c2ccccc2Oc2ccccc21,CCN1CCN(C(=O)CNC(=O)c2cccc(OCC3CO3)c2OCC2CO2)CC1,389.1948
O=C(O)CCC(CCC(=O)O)C(=O)NCc1ccnc(OC2CCCCC2)c1,Cc1ccc(C(=O)Nc2cc(CCC(=O)O)ccc2OCC2CO2)cc1OCC1CO1,407.6820
O=C(O)COCCCN(CCOCC(=O)O)Cc1ccc(N2CCCC2)nc1,COc1ccc(C(=O)OCC(=O)N(CC2CO2)CC2CO2)c(O)c1,340.2119
CC(C)(C)c1ccc(NC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cc1,CC(C)OCC(=O)NCc1cccc(OCC2CO2)c1OCC1CO1,389.7711
O=C(O)CCN(CCC(=O)O)CC(=O)N1CCN(Cc2ccccc2)CC1,Cc1cccc(CNC(=O)C(=O)N(CC2CO2)CC2CO2)c1,358.4668
O=C(O)c1cccc(NN=Cc2ccc3oc(C(=O)O)cc3c2)c1,O=C(NCc1cccc(OCC2CO2)c1OCC1CO1)c1cccnc1N1CCCC1,371.3183
O=C(O)CCNC(=O)c1ccc(NC(=O)C(=O)NC2(CCC(=O)O)CCCC2)cc1,O=C(O)c1ccc(CNC(=O)c2c(OCC3CO3)cccc2OCC2CO2)nc1,398.0192
COc1ccc(OC)c(CCCNC(=O)C(CCC(=O)O)CCC(=O)O)c1,Cn1c(=O)c(CNC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cc2ccccc21,374.3210
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1cccc(N2C(=O)CCCC2=O)c1,Cc1cc(OCC2CO2)c(CN(C)C)cc1OCC1CO1,395.7013
COc1ccc(C(=O)C=Cc2cc(C)c(OCC(=O)O)c(C)c2)cc1CC(=O)O,CCOc1ccc(NC(=O)C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)c(C)c1,361.5620
O=C(O)CCCN1CC(C(=O)O)CC1=O,COC(CNC(=O)c1ccc(COCC2CO2)cc1)CNC(=O)c1ccc(COCC2CO2)cc1,361.1960
O=C(O)COCc1ccc(NC(=O)c2cccc(CN3CCCC3)c2)cc1COCC(=O)O,O=C(NCCc1cccc(OCC2CO2)c1)c1ccc2oc(OCC3CO3)nc2c1,368.8722
Cc1ccc(CC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cn1,CCC(Cc1ccccc1)NC(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,415.6063
Cc1nn(C(C)(C)C)cc1C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,CC(=O)CCCC(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1,383.0039
O=C(O)CCN(CC1CCCCC1)C(=O)CC(=O)O,NC(=O)Nc1cccc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,400.3605
Cc1ccnc(Oc2cc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)ccc2C)c1,COC(CNC(=O)Cc1ccc(OCC2CO2)cc1)CNC(=O)Cc1ccc(OCC2CO2)cc1,370.7149
O=C(O)CCN(CCC(=O)O)C(=O)CNCCCCCCNC(=O)C1CCCC1,O=C(NOCc1ccccc1)c1ccc(OCC2CO2)cc1OCC1CO1,334.5920
O=C(O)CCCN1CCC(CNC(=O)c2cccn2CCC(=O)O)CC1,CCCC(=O)Nc1cccc(NC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1C,365.9565
O=C(NCCn1cc(C(=O)O)nn1)NCc1ccc(C(=O)O)cc1,CCN(CC(=O)O)C(=O)c1cccc(OCC2CO2)c1OCC1CO1,383.1214
COc1cccc(OCCN2CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC2)c1,CCCNC(=O)c1cccc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1,361.2283
C=C(COCC(=O)O)C(=O)Nc1ccc(OCCCOCC(=O)O)cc1,O=C(NCc1ccccc1N1CCOCC1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,398.8820
O=C(O)CCC(NC(=O)Nc1ccc2c(c1)OCCO2)C(=O)O,COc1cc(CN(C(=O)c2cc(OC)c(OCC3CO3)c(OC)c2)C2CC2)ccc1OCC1CO1,414.9332
CC1CCC(NC(=O)c2ccc(C(=O)O)nc2)(C(=O)O)CC1,CCc1ccc(OCC(=O)NC(C)Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,393.7680
Cc1nc(C(C)C)oc1C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,CN(Cc1cccnc1)C(=O)c1ccc(OCC2CO2)cc1OCC1CO1,427.1030
CC(C)(CCNc1ncccc1C(=O)O)C(=O)O,Cc1cccc(NC(=O)C=Cc2cccc(OCC3CO3)c2)c1OCC1CO1,362.6215
COc1ccc2c(ccn2CC(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,CC(C)C(=O)NC1CCN(C(=O)c2ccc(OCC3CO3)cc2OCC2CO2)CC1,393.2895
CN1CCN(c2ccccc2CNC(=O)C(CCC(=O)O)CCC(=O)O)CC1,O=C(NCCc1ccc(OCC2CO2)nc1)c1cc2ccccc2nc1OCC1CO1,366.4170
Cc1cccc(Oc2ccc(NC(=O)Nc3ccc(COCC(=O)O)c(COCC(=O)O)c3)cc2)c1,CC(C)CC(=O)Nc1ccc(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cc1,420.0501
O=C(O)CCN(CCC(=O)O)C(=O)NCc1ccc2ccccc2c1,COc1ccc(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cc1OC1CCCC1,358.9990
CCOC(=O)C=CCN(CCC(=O)O)CCC(=O)O,Cc1ccccc1CNc1ccccc1NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,346.0058
CN1CCN(C(=O)c2ccc(CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,CCC(=O)c1ccc(NC(=O)N(CCOCC2CO2)CCOCC2CO2)cc1,377.4847
O=C(O)CCN(CCC(=O)O)C(=O)COC(=O)c1cncc(O)c1,O=C(NCCCc1ccc(OCC2CO2)cc1)C(=O)c1ccc(OCC2CO2)cc1,393.1793
CC(C)(C)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,COCCOc1cccc(CN(CCOCC2CO2)CCOCC2CO2)c1,329.9172
O=C(O)CCc1ccc(Oc2ccc(CCC(=O)O)cc2)cc1,CC(C)CC(=O)N1CCC(NC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1,401.1427
O=C(O)COCCC(O)CCOCC(=O)O,CCOC(=O)c1cc(NC(=O)c2ccc(OCC3CO3)nc2C)ccc1OCC1CO1,369.5377
COc1cc(C(=O)OCC(=O)NC(=O)NCCC(=O)O)cc(CCC(=O)O)c1OC,O=C(Nc1cccc(OCC2CO2)c1)N1CCC(C2CO2)CC1,396.2721
COc1cc(COCC(=O)O)c(OCC(=O)NCCc2ccccc2C)c(COCC(=O)O)c1,COc1cc(C#N)ccc1OCCCC(=O)N(CC1CO1)CC1CO1,322.0425
COc1ccccc1Oc1ccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)nc1,CCCn1cc(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)cn1,396.1976
O=C(O)COCc1ccc(CN(c2cccc(COCC(=O)O)c2)C2Cc3ccccc3C2)cc1,CCCN(CCC)CCCNC(=O)c1cccc(OCC2CO2)c1OCC1CO1,350.7462
NC1CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC1,CC(C)(CNC(=O)Cc1ccc(OCC2CO2)cc1)C1CO1,376.2746
O=C(O)CCCCCCNCC1CCN(C(=O)COCCC(=O)O)CC1,CCOC(=O)CCNC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,344.9959
CN(C)C(=O)CC(=O)N(CCC(=O)O)CCC(=O)O,Cc1ccc(CN2Cc3ccc(OCC4CO4)cc3C2)c(OCC2CO2)c1,350.4585
COC(=O)c1cccc(CNC(COCC(=O)O)COCC(=O)O)c1,Cc1c(OCC2CO2)ccc(OCC2CO2)c1C,329.0864
COc1ccccc1C1(CNC(=O)N(CCC(=O)O)CCC(=O)O)CCC1,O=C(Cc1ccc(OCC2CO2)cc1)N1CCC(CNCC2CO2)CC1,390.7545
Cc1ccc(C(=O)O)cc1NC(=O)NCC(CC(C)C)C(=O)O,Cc1cc(OCC2CO2)cc(=O)n1CCC(=O)NCc1ccccc1OCC1CO1,412.5511
CN1CCN(C(=O)CN(C)C(=O)C(CCC(=O)O)CCC(=O)O)CC1,COc1ccc(C(=O)NNC(=O)c2cc3ccccc3cc2OCC2CO2)c(OCC2CO2)c1,353.1533
CN(CCC(=O)O)Cc1cccc(OCCC(=O)O)c1,O=C(CCC(=O)NC1CCCC1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,367.9969
O=C(O)CCC(CCC(=O)O)C(=O)OCCn1cnc2ccccc2c1=O,O=C(NC1CC1)c1cccc(CNC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1,382.5958
COc1cc(NC(=O)CN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)cc(OC)c1,CN1CCN(c2ccc(CNC(=O)N(CC3CO3)CC3CO3)cn2)CC1,356.2139
O=C(O)C(CCc1ccccc1)C(=O)O,O=C(CN(CC1CO1)CC1CO1)NCc1ccccc1OC1CCCC1,330.4309
O=C(O)c1ccc(CNCc2ccc(N3CCC(C(=O)O)CC3)o2)cc1,CCCc1ccccc1NC(=O)Nc1ccc(COCC2CO2)c(COCC2CO2)c1,400.8324
Cc1c(C(=O)O)cc(CNCc2ccccc2CC(=O)O)n1C,CCN(C(=O)Cc1ccc(NC(=O)N(CC2CO2)CC2CO2)cc1)c1ccccc1,392.7459
O=C(O)CCOc1ccccc1CNC(=O)C1(CCC(=O)O)CCC1,NC(=O)c1cccc(N=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,353.2478
Cc1ccc(C(N)=O)cc1NC(=O)N(CCCOCC(=O)O)CCOCC(=O)O,COc1cc(CNCCc2ccc(OCC3CO3)cc2)ccc1OCC1CO1,349.5362
O=C(O)COCC(COCC(=O)O)NC(=O)c1ccc(N2CCc3ccccc3C2)cc1,COc1cc(C(=O)Nc2c(C)cccc2OCC2CO2)cc(OC)c1OCC1CO1,369.5295
COCCOc1ccc(C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cc1,O=C(NCCCN1CCN(Cc2ccccc2)CC1)c1c(OCC2CO2)cccc1OCC1CO1,374.1263
C#CC(C)(C)NC(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,CN(Cc1cccc(OCC2CO2)n1)C(=O)CNC(=O)c1cccc(OCC2CO2)c1,404.8844
Cc1nn2cccnc2c1C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12,437.9819
O=C(O)CCOCCNCCCNC(=O)c1ncccc1OCCC(=O)O,C(COCC1CO1)CN1CCC(C2CO2)CC1,320.8086
O=C(O)COCc1ccc(NC(=O)c2ccc3ccccc3c2)cc1COCC(=O)O,COc1cc(NC(=O)N(CC2CO2)CC2CO2)ccc1OCCN(C)C,387.2993
